video_id,author,comment
mBPb_ZWSsSU,Yufi Setya,  =>FIRST CALLBACK REPLY: DINASTI PAK LURAHLEBIH GANAS KELUARGA CENDANA
mBPb_ZWSsSU,Taufik Hidayat,"  =>FIRST CALLBACK REPLY: ​@Jaluyodhanarasi jokowi untuk cawe2/intervensi/ikut campur pada pilpres gua pikir JELAS cm untuk memperpanjang kekuasaan dia di indonesia. Tidak masuk logika kalau dia takut proyek2 nya digagalkan next presiden terutama IKN yg sudah berbentuk UU. Lagian, siapapun yg jd presiden kan punya visi misi sendiri, dgn narasi jokowi yg seperti itu brrti jokowi ini siapapun yg jd presiden untuk HARUS MENGIKUTI VISI MISI DIA, trs untuk apa ada pilpres kalau visi misi capres  tidak boleh diluar visi misi/target kerja jokowi?. Dan prabowo-gibran gua yakin gak lebih dr sekedar boneka, aktor dibelakang ny adalah jokowi, dia yg mengendalikan semua nya. Kita jg tau prabowo ini udh 3x kalah, gabakal mau kalah lagi di pilpres kali ini untuk yg ke 4x kali nya. Dgn cawapres ny gibran, kesempatan menang pilpres udh 80%, dan lu pasti tau itu krn apa, jgn lupa kalau jokowi udh bilang akan cawe2, semua bisa digerakkan jika jokowi mau."
mBPb_ZWSsSU,Asria Binari,"  =>FIRST CALLBACK REPLY: Lebih capek dipimpin presiden yang bukan king maker, disetir atasan, pilih yang minimal pemompin koalisi lah"
mBPb_ZWSsSU,Rayza bin Rohman,  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djaja👍👍👍 betul bin mantul sekali
mBPb_ZWSsSU,Nita Nita,"  =>FIRST CALLBACK REPLY: Kadrun sumpah slalu tebar fitnah,Dajjal anda ya😅"
mBPb_ZWSsSU,Nita Nita,"  =>FIRST CALLBACK REPLY: Kadrun sumpah slalu tebar fitnah,Dajjal anda ya😅"
mBPb_ZWSsSU,Kesih Umie,  =>FIRST CALLBACK REPLY: BIAR RAKYAT YANG MEMILIH 🙏<br>MILLENIAL dan GEN Z<br>All in PRABOWO -GIBRAN ✌️
mBPb_ZWSsSU,CR7MU,  =>FIRST CALLBACK REPLY: ​@Kesih Umieora sudi....
mBPb_ZWSsSU,Lugito Gito,  =>FIRST CALLBACK REPLY: ​@Kesih Umiekasian MK yg mulia...sdh terbukti pelanggaran etik BERAT.... hanya demi ingin menyenangkan ponakan yg ambisi berkuasa....
mBPb_ZWSsSU,Gading Rejo,  =>FIRST CALLBACK REPLY: Bisa di jamin GK kebenaranya jgn cm krna dapet Monet trus asal
mBPb_ZWSsSU,Andi Sukri,  =>FIRST CALLBACK REPLY: Demi menjadi cawapres konstitusi negara pun di lecehkan demi kekuasaan 😂😂
mBPb_ZWSsSU,Kesih Umie,"  =>FIRST CALLBACK REPLY: @Lugito Gito kami orang kampung  rakyat kecil gak ngerti MK gtu , <br>Yg saya tau BPK Jokowi presiden terbaik , klo anaknya maju jadi capres bagi kami kagak ada masalah , wong di kampung bapaknya lurah anaknya lurah cucunya lurah , biasa aja tuh , tergantung kinerja , klo kerjanya bagus , ya pasti di pilih lagi sama rakyat  ,"
mBPb_ZWSsSU,Tatit Widyartono,  =>FIRST CALLBACK REPLY: Fitnah..kasih tau sini detilnya..nggak usah sembunyi dengan UU pers.
mBPb_ZWSsSU,Andi Sukri,  =>FIRST CALLBACK REPLY: No 1
mBPb_ZWSsSU,RM Politik ( Rumah Politik ),  =>FIRST CALLBACK REPLY: ​@Didik Setyo budi: mereka bisa pertanggung jawabkan itu semua. Bukan framing.masih aja batu
mBPb_ZWSsSU,Yiro Sanggelorang,  =>FIRST CALLBACK REPLY: Dahsyat sekali komentarmu bro. Oya... obatmu udah diminum ga tadi pagi? 😂😂😂
mBPb_ZWSsSU,AHMAD MUBALLIGHIN,  =>FIRST CALLBACK REPLY: Berbanding lurus dengan ambisius menjatuhkan joko widodo
mBPb_ZWSsSU,Ahmad Pananrangi,  =>FIRST CALLBACK REPLY: @Budhiyanto Djajapanjang penjelsanny tp g tau klo MK itu bukan pembuat UU 😂😂😂
mBPb_ZWSsSU,Yiro Sanggelorang,  =>FIRST CALLBACK REPLY: @Yufi Setya Emang loe ngerasain era keluarga cendana berkuasa? 🤭😂
mBPb_ZWSsSU,Yiro Sanggelorang,"  =>FIRST CALLBACK REPLY: @Taufik Hidayat Trus... knp Jokowi yg disalahkan? <br>Di MK itu yg diuji adalah norma secara umum, ga ada urusan kalo hal itu terkait ponakan."
mBPb_ZWSsSU,Siti Rubbi,"  =>FIRST CALLBACK REPLY: ​@DZ ZDaq jd curiga, sbb ketua kpk irli sj doyan sogokkan,, Jangan2,,, 😂😂😂"
mBPb_ZWSsSU,Siti Rubbi,"  =>FIRST CALLBACK REPLY: ​@Didik Setyo budidari dulu tempo kritis broo, jika ga benar bs dilaoprkan,,<br>Klu ga mau melapor kan berarti benar,"
mBPb_ZWSsSU,Johannes Kairupan,"  =>FIRST CALLBACK REPLY: bagi yang suka dan nikmatin program jokowi  kayak kartu bpjs, lansia dll, ga peduli mau jokowi 4 periode mau anaknya kek yg penting sama sejalan sama jokowi dan efek nyata buat rakyat"
mBPb_ZWSsSU,Johannes Kairupan,"  =>FIRST CALLBACK REPLY: Pilihlah presiden yang ga ada bos Partainya tapi dia sendiri Bos nya sehingga ga bisa di atur atur apalagi dibilang petugasnya partai, dan kalo ga ada partainya bukan siapa siapa hahah"
mBPb_ZWSsSU,Johannes Kairupan,"  =>FIRST CALLBACK REPLY: Pilihlah presiden yang ga ada bos Partainya tapi dia sendiri Bos nya sehingga ga bisa di atur atur apalagi dibilang petugasnya partai, dan kalo ga ada partainya bukan siapa siapa hahah"
mBPb_ZWSsSU,Budhiyanto Djaja,"  =>FIRST CALLBACK REPLY: @Ahmad Pananrangi <br>Betul yg buat kan DPR , makanya gw bilang UU nya. <br>Cari tau fingsi MK itu apa. Jng ketawa tawa.<br>Excecutive<br>Judicative<br>Legislative"
mBPb_ZWSsSU,jon saputra,"  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajayg lu bilang sih bener, tp waktu ny gk tepat, bukan usia yg di permasalahkan ny tp watuny yg gk tepat, knp udah dekat pemilu peraturan ny di ubah, klo bukan untuk kepentingan gibran, cba pikir lgi deh, klo emang bner buat masyarakat, knp gk dri dulu😊"
mBPb_ZWSsSU,Heri Sutantyo,"  =>FIRST CALLBACK REPLY: ​@Fajar Lazuardi81baik buruk subyetif...dan kacamata bagaimana tujuan yg lebih ideal untuk bangsa ini pula, record dan rekam jejak Tokoh akan mencatat sejarahnya untuk reverensi rakyat untuk  pemilu yg akan datang. Sah2 saja untuk menggoyang posisinya...😂"
mBPb_ZWSsSU,Budhiyanto Djaja,"  =>FIRST CALLBACK REPLY: @jon saputra <br>Simple Boz , gak usah pilih aja. Tp kebbanyakan orang yg komen krn gak suka dng Jokowi ,  tanpa kaji dan dipikirin dulu , asal komen aja.  Gw  juga belum tau siapa yg gw pilih."
mBPb_ZWSsSU,Green cat,"  =>FIRST CALLBACK REPLY: @jon saputra Mau nambahin nih sejak 2019 , PSI udah gugat masalah itu"
mBPb_ZWSsSU,John Tradoo,  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajaterimakasih paman... mkmkmk
mBPb_ZWSsSU,John Tradoo,  =>FIRST CALLBACK REPLY: ​@Kesih Umiewah harus berterima kasih sama paman ini... mkmkmk
mBPb_ZWSsSU,Zulkepli Abu Samah,"  =>FIRST CALLBACK REPLY: @Budhiyanto Djaja DINASTI jokowi = gibran, keasang, bobby,hakim mk nepotisme, kronisme perlu di luposkan plus tambah utang luar negeri &gt;400 miliar US😍😝"
mBPb_ZWSsSU,Budhiyanto Djaja,"  =>FIRST CALLBACK REPLY: @Zulkepli Abu Samah <br>Lahhh kan dipilih rakyat , <br>Gimana sih. <br>Utang ada hasilnya Boz. <br>Sama aja lu beli rumah gak punya duit malah utang credit card lu dipake bini lu buat jajan jajan yg gak keruan , caranya apa  pake kpr lah. Artinya nantinya ada hasilnya kan. Harusnya lu protes dng yg bikin utang yg lalu n tanya hasilnya mana?"
mBPb_ZWSsSU,generasi mandiri,  =>FIRST CALLBACK REPLY: Sekeluarga parah banget ambisinya....indonesia dianggap milik keluarganyaa...
mBPb_ZWSsSU,Kesih Umie,  =>FIRST CALLBACK REPLY: @John Tradoo muhun 🙏 KAKEK SUGIONO 😀
mBPb_ZWSsSU,Hoax Buster,  =>FIRST CALLBACK REPLY: tamak serakah maruk greedy apa lagi kata2 yg pas ya
mBPb_ZWSsSU,Xavier AS,"  =>FIRST CALLBACK REPLY: BUKAN AMBISIUS LOL JOKOWI DAH MUAK SAMA PARTAI YANG SERING MENUTUPI KASUS KORUPSI SEPERTI GANJAR SURUH KEMBALIKAN UANG E KTP,HARUN MASIKU"
mBPb_ZWSsSU,muhammad habib,  =>FIRST CALLBACK REPLY: TENGGELAMKAN PRABOWO GIBRAN CUNGUK2 ORBA PERUSAK NKRI
mBPb_ZWSsSU,Ahmad Jajuli,  =>FIRST CALLBACK REPLY: ​@Fauzi Wakhid ilmiahnggak Sudi...😅😅😅
mBPb_ZWSsSU,Budhiyanto Djaja,"  =>FIRST CALLBACK REPLY: @Hoax Buster <br>Whatever you say ,  <br>You look at in a wrong way ."
mBPb_ZWSsSU,Hoax Buster,  =>FIRST CALLBACK REPLY: @Budhiyanto Djaja yep. whatever. are you looking at the right way?
mBPb_ZWSsSU,Hoax Buster,  =>FIRST CALLBACK REPLY: @Xavier ASpunya bukti yg terlewat sama kejagung kpk sampaikan bro. kejagung kpk mngkn gk baca komen mu.
mBPb_ZWSsSU,Then Nie,  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajasilahkan kau berpihak pd logikamu..tapi mekanisme dan proses pilpres ada UU dan aturan² yg dibuat oleh DPR dan Pemerintah utk diikuti/ditaati..bukan dikangkangi dgn intervensi kekuasaan krn nafsu serta ambisi berkuasa melanggengkan dinasti.
mBPb_ZWSsSU,Then Nie,  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajatapi keputusan yg meloloskan gibran itu cacat etika dan intervensi
mBPb_ZWSsSU,Then Nie,  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajamasa depan negara jangan dibatasi oleh umur? (Bisa diperjelas maksudnya apa)...dan kau bilang juga pengalaman ?<br>Trus apa dari pengalaman gibran sdh bisa mengelola negara ini ?
mBPb_ZWSsSU,Then Nie,  =>FIRST CALLBACK REPLY: ​@IbelieveInYoukalo fitnah laporkan saja
mBPb_ZWSsSU,Then Nie,  =>FIRST CALLBACK REPLY: Bertopengkan kesederhanaan keluarga jokowi berambisi membangun dinasti.
mBPb_ZWSsSU,Imelda Mogi,"  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajapilih Ganjar Mahfud udh terbukti kerja kerasnya, TDK di beking oleh bpknya, bersih dn jujur, klau orang pintar pasti pilih yg Ganjar Mahfud, pikir pakai logika dn akal sehat, hanya org yg TDK waras yg milih Ganjar Mahfud"
mBPb_ZWSsSU,NICP,"  =>FIRST CALLBACK REPLY: Kok jadi ingat kisah Mahabaratha<br>Saat ambisi Ibu Dari Para Kurawa ingin anaknya menguasai Hastina Pura<br>Hingga berakhir dengan perang saudara<br>Dan merusak kehidupan negara<br>🙂"
mBPb_ZWSsSU,Emojicatbluegaming,  =>FIRST CALLBACK REPLY: Orde baru reborn
mBPb_ZWSsSU,M. Azis Siregar,  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajamasih ada aja orang berfikiran begini dan lebih mirisnya rela jadi penjilat buat perutnya gak ngerih busung lapar tuh perut
mBPb_ZWSsSU,siti wardah,  =>FIRST CALLBACK REPLY: Gitu kok diam semua ya rakyat
mBPb_ZWSsSU,Tarsıuş,"  =>FIRST CALLBACK REPLY: @Budhiyanto Djaja wkwk logika lu nyangkut di pohon, MKMK gak selogika lu sih. Lu harusnya jadi ketua&#39;an aja dah. Gak perlu lu koar&quot; disini informasi tentang melecehkan konstitusi yg di lakukan paman gibran untuk meloloskan keponakannya udah banyak di luar sana, masalahnya lu yg ngaku pakek logika apa udah baca informasi terkait knpa masalah umur capres/cawapres ini menjadi bermasalah. Kalau belum baca dah biar logika lu gak nyangkut di pohon jadi stuck."
mBPb_ZWSsSU,Wildaa Hanifah,"  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djaja loh kalo gak dibatasi umur, berarti bayi baru lahir bisa ikut milih gitu? Anak sd bisa nyalonin diri ikut politik gitu?"
mBPb_ZWSsSU,Budhiyanto Djaja,"  =>FIRST CALLBACK REPLY: @Wildaa Hanifah <br>Wah salah ngerti , jngain asal terima.aja.,.pakai logika ,.kan gw bilang pakai LOGIKA ,  <br>Kan gw bilang harus S 1 ,.krn dilihat dr pendidikan. Sebenarnya kurang fair juga , hrsnya.yg penting bisa baca n tulis , lu tau.gak.asa.walikota yg umurnya 17 thn , menang krn dipilih langsung. <br>Makanya gw bilang hak.dipilih.dan memilih.,.batasan umurnya bagaimana? Nahhh baru pakai Logic , lu tentuin.dah sendiri , kalau gak bisa tentuin , tanya Rocky Gerung ,.Paham <br>!!"
mBPb_ZWSsSU,audi rachmawan,  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajaberpikir logika tapi koq nembaknya tahun ini! knp ga berlaku 5 tahun lagi? Jd yg mengubah UU bukan MK tapi sesuai aturannya yaitu DPR lembaga yg bisa mengubah UU. Kalo mau ngomong logika seperti itu prosesnya harus benar!
mBPb_ZWSsSU,audi rachmawan,  =>FIRST CALLBACK REPLY: ​@Taufik HidayatMana mungkin 80% ngakak emangnya suara ganjar dan anis cuman 10% lawakkk
mBPb_ZWSsSU,audi rachmawan,  =>FIRST CALLBACK REPLY: ​@Xavier AS Ngaca dulu bos itu KIM koalisi partai gendut yg mau gondol duit rakyat krn udah lama gak berkuasa!
mBPb_ZWSsSU,Budhiyanto Djaja,"  =>FIRST CALLBACK REPLY: @audi rachmawan<br>Seharusnya begitu lebih baik tp mungkin mereka pikir sama saja toh.nanti akan dibuat UU nya. Kita liat saja. Intinya sih , kalau gak suka ya jng pilih. Masalahnya.biasa yg gak suka Jokowi memakai.kespatan.ini."
mBPb_ZWSsSU,Eko Prastyo,"  =>FIRST CALLBACK REPLY: Pdhl udah kaya raya, masih kurang aja dinasti mereka. Marruuuuuk"
mBPb_ZWSsSU,Budhiyanto Djaja,  =>FIRST CALLBACK REPLY: @Eko Prastyo <br>Sebutin dong kekayaan nya. Jng katanya katanya. Supaya jelas.
mBPb_ZWSsSU,Sugih Risqi Risqi,  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajasebenarnya berita heboh itu cuman di medsos dan TV doang. Nyatanya warga di desa2 tenang aja gak mau pusing mikirin politik.😁😇😜🏃‍♂️
mBPb_ZWSsSU,ube,  =>FIRST CALLBACK REPLY: dan banyak orang tolol yg dukung wkwkwkw
mBPb_ZWSsSU,Budhiyanto Djaja,"  =>FIRST CALLBACK REPLY: @Sugih Risqi Risqi <br>Betul banget , krn di desa.dan pelosok.,merasakan ada pembangunan dan perbedaan. Kalau di kota besar malah terlihat agak sulit , mungkin krn gak bisa dapat ceperan seperti dulu."
mBPb_ZWSsSU,Hasan Bashori,"  =>FIRST CALLBACK REPLY: Gembosin tempo,freming bebas keluarga presiden"
mBPb_ZWSsSU,MotoranSeru,  =>FIRST CALLBACK REPLY: ​@Fauzi Wakhid ilmiahAMIN❤
mBPb_ZWSsSU,Dunia Dalam Cerita,"  =>FIRST CALLBACK REPLY: Kasihan bgt sama hatters😂 koar2 doang nggak di dengar, oh malang sekali nasipmu"
mBPb_ZWSsSU,Cakwe Meri Pluit,  =>FIRST CALLBACK REPLY: @Budhiyanto Djaja benar. Saya juga
mBPb_ZWSsSU,Yufi Setya,  =>FIRST CALLBACK REPLY: @Budhiyanto Djaja BUZER nih ye ..
mBPb_ZWSsSU,Erna Sulis,"  =>FIRST CALLBACK REPLY: Ambisi dgn menghalalkan cara sampai nabrak konstitusi, gmna negara bikin aturan kalo kandidat nya aja nglanggar konstitusi"
mBPb_ZWSsSU,Cecep gorbacep,"  =>FIRST CALLBACK REPLY: Se rejim rejimnya jaman pak harto, gk ada tuh anaknya dicalonkan jd wapres,.."
mBPb_ZWSsSU,Suwindarto Darto,"  =>FIRST CALLBACK REPLY: ​@Budhiyanto Djajayg di bedah tempo real ,fakta, bisa di pertanggung jawabkan,tempo ga sembarangan membahas Kel Jokowi tanpa ada bukti."
mBPb_ZWSsSU,Budhiyanto Djaja,"  =>FIRST CALLBACK REPLY: @Suwindarto Darto ya dan anda percaya 1000000 %? , gak masalah buat sy. Sy bukan belain jokowi ,lebih baik kalau yg bicara faktanya dihadirkan agar semua otang tau , maksudnya hadirkan keluarga jokowi atau saksi yg mendengar langsung , trus terang ada yg janggal , <br>Kalau Idhul Adha ya jelas keluarga besar pd kumpul di tempat jokowi , nahh dr siapa tempo dapatkan infonya , sebutkan namanya dan tolong nanti tempo siarkan wawancaranga di youtube. <br>Kalau kata dia , kata pamannya , kata iparnya , kata siapalh , <br>Itu namanya tidak ada fakta dan bukti. <br>Kalau katanya katanya  , ya kurang kredible walaupun tempo.<br>Sekali lagi coba wawancara dng keluarga Jokowi dan siarkan di utube dengan kelihatan wajah dan tubuhnya , kalau bisa biar keluarga Jokowi yg buat klarifikasi. <br>Ini menyangkut nama baik keluarga."
mBPb_ZWSsSU,Sri Maryana,"  =>FIRST CALLBACK REPLY: Yang jlas cara nya sangat memalukan  bukan fitnah ini kenyataan , anak muda mau maju dengan cara kotor jlaaas .... , klau mau jadi pemimpin dari awal dh kotor  lihat laa nanti hasil nya ........., terlalu di paksa kan ,. ....<br>Ingaat ini untuk bangsa dan negara jangan di buat main &quot; ..pertanggung jawaban nya bukan hannya di dunia aj ...<br>Ingaaaat jangan salah pilih  untuk negri ini , itu aj laah ."
mBPb_ZWSsSU,Yulaiha Jaya,  =>FIRST CALLBACK REPLY: aku sih suka pd Anis..cerdas..santun..pandai..bhs inggris nya juga bagus..jd klo pidato di luar negri pasti bhs inggris nya gk memalukan..Anis the best
mBPb_ZWSsSU,Budhiyanto Djaja,  =>FIRST CALLBACK REPLY: Lah lya. Mayoritas nya
mBPb_ZWSsSU,Budhiyanto Djaja,"    ==>WHILE GETTING REPLIES: @Taufik Hidayat <br>Ooo gitu. Yg pinter kok diam aja beraninya si medsoslu mau debat sama gw sih kelas lho masih jauh , bego, <br>Liat DPR aja mingkem  ,<br>Gw bilang bukan untuk Gibran tapi untuk masa depan , yg namanya ham gak bisa nunggu . <br>Lu aja gak bisa jawab pertanyaam gw :<br>Bagaimana anak mayoritas unur 17 thn n aki aki nenek nenek yang 70 tahn + milih , mereka ngerti gak ? Lu tau kenapa ? Krn permainan partai , itu suara empuk partai. <br>Boleh tes sama mereka siapa nama capres 2024 dan apa misi n fisi nya? Gw jamin 75 persen gak tau dan berapa jumlah suara dr mereka , silahkan survey sendiri <br>Kenapa mrk hrs milih,  krn ham , apakah mereka tau mau dibawa ke mana? <br>Preettt loe , gak ngerti sok ngebacot"
mBPb_ZWSsSU,samsu din,    ==>WHILE GETTING REPLIES: Tenggelamkan di pilpres 2024
mBPb_ZWSsSU,hadi suroso,"COMMENT WITH 0 replies: SELURUH WARGA NEGARA INDONESIA, YG MEMILIKI TUJUAN BAIK DEMI TUJUAN BANGSA INDONESIA YG LEBIH BAIK, HARUS PUNYA KEINGINAN/BERAMBISI JADI PEMIMPIN. SEBAB HANYA MEMJADI PEMIMPINLAH SEHINGGA KEINGINAN UNTUK MEMAJUKAN NAGARA INI BISA DICAPAI. JIKA SEMUA CALON PEMIMPIN MEMILIKI SIKAP ITU SEMUA DITINGKAT MASING-MASING, PASTI IMDONESIA JAYA TIDAK SUSAH MENCAPAINYA."
mBPb_ZWSsSU,kosuke nagara,"COMMENT WITH 0 replies: semoga Tuhan berikan jalan bagi pasangan lain utk menangani ambisi politik pak jokowi. bukan karena kita benci dg pak jokowi, tp ekpekstasi kita pd jkwi adlh agar pak jkwi berjuang utk rakyat, bukan terlena dg kekuasaan <a href=""about:invalid#zCSafez""></a><br>pdhl pak jkwi di periode kedua bs ambil resiko, sukseskan target beliau dan mikirin resiko kecil dr transaksional poltik. dan ketika masa akhir jabatan, bs pensiun dg hidup tenang"
mBPb_ZWSsSU,sri supali,COMMENT WITH 0 replies: Mumpung masih berkuasa tapi ujung 2 nya yang menentukan segenap rakyat Indonesia. Salam waras u pemilih pemimpin Indonesia pilih lah pemimpin yang berintegritas.
mBPb_ZWSsSU,Sepeda Balap,"COMMENT WITH 0 replies: Salut untuk Tempo, saya termasuk yang sedih dgn perilaku keluarga Solo, terutama Ibu Iriana"
mBPb_ZWSsSU,Erdin Fatah,COMMENT WITH 0 replies: Salut buat  tempo....kalo emang benar..sungguh benar2 memuakkan keluarga jkw.
mBPb_ZWSsSU,Cimeng Alas,COMMENT WITH 18 replies: Pak jokowi boleh mengatur partai partai lain tapi tidak untuk PDI-P 😎😎😎<br><br>Keren bu Megawati joss 👍👍👍
mBPb_ZWSsSU,Dino Taurus,  =>FIRST CALLBACK REPLY: Jokowi kayaknya belum kenal benar dgn PDIP.
mBPb_ZWSsSU,Kahar Udin,"  =>FIRST CALLBACK REPLY: Helleh,, PDIP sama jokowi aslinya satu,, skrg pura pura bertengkar,, supaya rakyat salut sama PDIP,, utk meraup suara,, krn PDIP sdh miskin kepercayaan dimata rakyat,, utk mendongkrak suara,, pura puralah bermusuhan kepada jokowi,, agar rakyat simpati,,seakan akan pro rakyat sdh bisa dibaca,, nanti setelah pilpres berbaikan lagi,, bagi bagi proyek strategis negara lagi"
mBPb_ZWSsSU,Mas Sugeng,  =>FIRST CALLBACK REPLY: Kalau bagi saya.... dari semua partai yang ada hanya PDI-P yang konsisten bersama rakyat....
mBPb_ZWSsSU,segotempong,"  =>FIRST CALLBACK REPLY: @Kahar Udin ini narasi muncul dari pikiran orang yg suka nontron sinetron, harusnya mulai awal podcat di dengerin baik². Pura² bertengkar? Lah kok bisa berpikir gitu 😅 ini sedang chaos parah negara ini, ini bukan ke pura²an, tapi fakta dilapangan emang lagi kacau. Anda pasti pendukung anis 😅"
mBPb_ZWSsSU,Andry Anka,  =>FIRST CALLBACK REPLY: MAYORITAS AKAR RUMPUT PDI-P UDAH SEJAK 2016 INGIN PAK JOKOWI KETUM PARTAI<br><br>PAK JOKOWI GAK MAU.......KARENA INI PARTAI KELUARGA
mBPb_ZWSsSU,hasbi,  =>FIRST CALLBACK REPLY: Lah orang jokowi dan gibran dri PDIP 22nya kok 😂
mBPb_ZWSsSU,Kahar Udin,"  =>FIRST CALLBACK REPLY: @segotempong krn kau org dungu,, makanya gampang dibodohi 😂😂😂"
mBPb_ZWSsSU,DUNIA HATI,  =>FIRST CALLBACK REPLY: bu mega josss... ayo debat... disisi mana josNya
mBPb_ZWSsSU,DUNIA HATI,  =>FIRST CALLBACK REPLY: satu satu saya lawan... disisi mana jossssnya... boleh minta ig yg mau debat dengan saya... dengan debat.. disisi mana josnya megawati..
mBPb_ZWSsSU,Nining Hendriani,"  =>FIRST CALLBACK REPLY: Karena PDIP tidak mau diatur oleh pak Jokowi, tidak seperti partai2 lain yg sudah diatur oleh pak Jokowi, maka pak Jokowi dan keluarganya dendam terhadap PDIP."
mBPb_ZWSsSU,Nining Hendriani,  =>FIRST CALLBACK REPLY: ​@Kahar Udinanda selalu berburuk sangka pada PDIP.
mBPb_ZWSsSU,DUNIA HATI,  =>FIRST CALLBACK REPLY: @Nining Hendriani heee...anda... coba ayo debat... <br>nama ig anda apa... kita debat damai... pengen tau di sisi mana ada bilang ini itu ini itu...
mBPb_ZWSsSU,DUNIA HATI,  =>FIRST CALLBACK REPLY: @Nining Hendriani saya warga negara indonesia.. anda juga.. kita sama2 punya pilihan.. ygaku mau.. ayo diskusi... aku cuma orang kecil .. tp aku paham alur2 politik wlu cuma dr media
mBPb_ZWSsSU,Kahar Udin,"  =>FIRST CALLBACK REPLY: @Nining Hendriani bukti,, siapa yg berburuk sangka,, sy tanya kau adakah produk undang undang yg pro rakyat,, nggak ada,, semuanya pro pengusaha,, kalau skrg seakan akan pro rakyat,, mana bukinya prreeeett,, rakyat butuh bukti,, bukan omdo,,kalian ini paling pengurus pengurus ranting PDIP,, yg nggak tau apa apa"
mBPb_ZWSsSU,Kahar Udin,"  =>FIRST CALLBACK REPLY: @DUNIA HATI kawan joss nya megawati hanya satu,, krn beliau anak bung karno,,, kalau beliau bukan anak bung karno 1000% nggak jadi apa apa"
mBPb_ZWSsSU,DUNIA HATI,  =>FIRST CALLBACK REPLY: KALIAN DENGAR BAIK_BAIK.... <br>JAWAB JUJUR... JANGAN KESANA KESINI.. <br>SIAPA ORANG YANG SUDAH MELENGSERKAN ALM. GUSDUR WAKTU MENJABAT JADI PRESIDEN... <br>MEGAWATI DAN AMIN RAIS... (BETUL.. APA KALIAN PAHAM) <br>demi apa... supaya megawati bisa menjabat jadi presiden mengGantikan Gusdur... <br>semua karena apa... semua karena megawati gila jabatan.. <br>kenapa jokowi di isukan ini itu sama pihak Pdip... dan kenapa pak jokowi gak ingin keluarganya ikut jejak di partai pDip.. karena pak jokowi gak ingin kluarganya di atur2.. sama partai.. <br>mereka cuma mikir partai.. bukan mikir negara.. <br>tapi pak jokowi sudah terlanjur masuk partai... dan tau busuknya partai... semua orang tua gak mau anak2nya masuk di lubang yg sama... partai yg mempentingkan dirinya sendiri.. <br>kalian lihat dampak baik yg pak jokowi wkt jd presiden.. <br>semua maju.. <br>otak kalian di pakai kalau memilih .. <br>jgn grusa grusu.. jgn cuma ikut2tan.. <br>kalian pelajar apa tidak...
mBPb_ZWSsSU,Nining Hendriani,"  =>FIRST CALLBACK REPLY: @Kahar Udin saya tidak mau berdebat kusir dengan anda percuma, silakan terserah anda mau pilih siapa."
mBPb_ZWSsSU,DUNIA HATI,  =>FIRST CALLBACK REPLY: @Kahar Udin betul... stiap megawati dan puan gembar gembor di media.. mereka gak akan jauh bilang tentang sukarno... <br>manusia cuma mengandalkan bapaknya.. <br>(ingat kawan betapa sombongnya megawati waktu di ajak jabatan tangan tidak mau ama kaesang). <br>itu tanda2 orang yg sombong.. <br>tidak punya senyum.. <br>(kita di perlihatkan akhlak anak muda yg santun.. dan kita di perlihatkan orang tua yg tidak bisa di jadiin panutan) <br>kepala partai aja seperti itu.. gimana bawahanya...
mBPb_ZWSsSU,Wimang,"COMMENT WITH 0 replies: Siapapun pemimpinnya, apapun partainya.. Pasti ada dinastinya.. Ini politik, pasti banyak drama dan intrik.. Ayo lebih berorientasi pada fakta.. Perhatikanlah kinerja dan prestasi siapa yang paling bisa kita rasakan!! Karna dalam politik tak akan pernah ada 100℅ kejujuran 🙏 dan bisa jadi semua info yang kita terima, dari berbagai sumber pun sebenarnya adalah hasil GORENGAN.."
mBPb_ZWSsSU,Luvy Lot,COMMENT WITH 0 replies: Sy sbg pendukungbJokowo yg idealist... Asli kaget banget betapa orang tua Gibran sangat berpengaruh bahkan carikan pengaruh utk karir politik Gibran. Kirain semuanya murni menapak sendiri semua anak² Jokowi. Ternyata
mBPb_ZWSsSU,Syifa Arviani,COMMENT WITH 0 replies: Biar mereka tau orabg yang sangat berambisi biasanya akan hancur katena terlalu memaksakan
mBPb_ZWSsSU,Eldy Eldy,"COMMENT WITH 0 replies: Owallah ngono tho... tnyt kolaborasi RI 1 dan RI 0. Terima kasih pencerahannya bocor alus. Pantesan senyum ibu suri sewaktu ngacungi jempol itu terkesan sinis, rupanya..."
mBPb_ZWSsSU,YEHEZKIELBRAM,COMMENT WITH 0 replies: Sebagai seorang Ibu yang baik ya tentu dia akan mendukung putranya yang bakal maju Capres. Sah-sah saja toh❤
