video_id,author,comment
mBPb_ZWSsSU,Feri Ferdian,  =>FIRST CALLBACK REPLY: Buzzerp jd gerah😅
mBPb_ZWSsSU,Generasi Micin,  =>FIRST CALLBACK REPLY: Buzzer2 dinasti kepanasan pada keluar 😂😂
mBPb_ZWSsSU,kaji taufan,  =>FIRST CALLBACK REPLY: Tempo toppp<br>Lanjutkan ❤
mBPb_ZWSsSU,siti aminah,  =>FIRST CALLBACK REPLY: ​@gilang pratamamasa sich 😮😮 kacang lupa kulit nya nich atau kouta ngga banyak sehingga ngga liat rekam jejqk tempo😮😮😮
mBPb_ZWSsSU,Hamdi Iskandar,"  =>FIRST CALLBACK REPLY: Bocor alus politik tempo keren, selalu berpihak untuk rakyat"
mBPb_ZWSsSU,Bunda Ella,  =>FIRST CALLBACK REPLY: ​@gilang pratamaTempo dari masa ke masa selalu mengkritisi pemerintahab
mBPb_ZWSsSU,Teguh Samuel PA,"  =>FIRST CALLBACK REPLY: ​@gilang pratamamakanya baca itu,ibu iriani tidak bersedia/merespon panggilan ataupun diwawancara oleh tempo!"
mBPb_ZWSsSU,Omi Kimi,"  =>FIRST CALLBACK REPLY: I 💜 Tempoooo...aku tunggu sabtu depan.. muaacchhh...!! 💚... bt yg ngedumel , plieess jgn diliat..gtu aja kok Refffootttt....."
mBPb_ZWSsSU,Yahya josua,"  =>FIRST CALLBACK REPLY: Ibu Suri, lurah, pangeran bociil smakin menjijikam politik dibelakang layar..."
mBPb_ZWSsSU,Solon Nius,  =>FIRST CALLBACK REPLY: Semua paslon punya ambisi nya masing baik itu ambisi orng dibelakangnya atau pun ambisi paslon itu sendiri. Coba tempo ceritakan juga terkait ambisi orang2 dari paslon lain agar kami percaya tempo adalah media netral. Karena sejauh ini tempo terkesan tidak netral dengan cara bergosip seperti ini dan menyudutkan paslon lain.
mBPb_ZWSsSU,Maya Mustawi,"  =>FIRST CALLBACK REPLY: Ibu Suri ternyata terlihat lugu, tp serakah juga.. .tdk mendidik anakx ..dan masyarakat, g pantas jd ibu negara, tdk pantas utk diteladani"
mBPb_ZWSsSU,Baharudin Suma,"  =>FIRST CALLBACK REPLY: Jika kita kaitkan semua bisa ada benarnya, ini di SEBABKAN OLEH AMBISI JOKOWI YG DIDUKUNG KELUARGA NYA, DAN bantuan PAK PRABOWO yg bisa buat politik pecah belah Ibu Megawati dan Jokowi."
mBPb_ZWSsSU,Filipus Gulo,"  =>FIRST CALLBACK REPLY: pantes PSI dari jauh jauh hari sudah gugat, karena sudah ada cawe cawe?!"
mBPb_ZWSsSU,Elis Simanungkalit,  =>FIRST CALLBACK REPLY: Mas mbaa ini harus di lawan sih. Tapi gimana mau ngelawan semua partai sudah di kerangkeng.  Apakah Rakyat INDONESIA PASRAH AJA????.MALANG BAGI KITA INDONESIA.
mBPb_ZWSsSU,nyengir aja,  =>FIRST CALLBACK REPLY: Step ..kasih Mug tuh..ke Mbah Kuncen...😅😅😅
mBPb_ZWSsSU,Guntur Mulyadi,  =>FIRST CALLBACK REPLY: Tempo kan memang kumpulan pakar gibah dan fitnah. Tinggal tunggu azab bagi mereka. Itu pasti
mBPb_ZWSsSU,Trifosa,  =>FIRST CALLBACK REPLY: ​@Abah Boerhandya namanya jugamanusia semua gk ada yg Sempurna pasti ada suatu keinginan yg sdh dirasakan
mBPb_ZWSsSU,Halim Ismarmata,  =>FIRST CALLBACK REPLY: ​@Maya Mustawisoeharto 32 tahun berkuasa ada istilah T&#39;IEN persent.. bagitu ibu T&#39;IEN Suharto meninggal langsung Soeharto hilang tenaga dan jatuh...ternyata ibu Iriana lebih SADIS dari ibu T&#39;IEN mertua prabowo...ayo kita Lawan KERAJAAN jokowi lengserkan jokowi....
mBPb_ZWSsSU,Venom Gaming,"  =>FIRST CALLBACK REPLY: akhirnya rakyatIndonesia menjadi tahu peran serta Ibu Suri ,terhadap putusn MK@Nardi Nard"
mBPb_ZWSsSU,Emir himawan,  =>FIRST CALLBACK REPLY: ​@Generasi MicinNYATA ADANYA😅
mBPb_ZWSsSU,Ratih Ratnasumirah,  =>FIRST CALLBACK REPLY: ​@gilang pratamamemng nya GK boleh. Yg lain memihak pnguasa loh diem ajh .hnya tempo yg brani .TDK sprti yg lain. hnya krna byran memihak yg byr 🤮
mBPb_ZWSsSU,Sunarti Zulkov,  =>FIRST CALLBACK REPLY: ​@Guntur Mulyadi<br>Kalo gibah sdh di tangkap kang apalagi yg di omongin keluarga Kerajaan
mBPb_ZWSsSU,M syafii,  =>FIRST CALLBACK REPLY: Dari zaman Orba Tempo memang Kritis.<br>Itulah Kerja Jurnalistik yg Benar.<br>Yg lahir angkatan  thn 1990 mungkin kurang paham ttg Tempo.
mBPb_ZWSsSU,Hartiningsih Kudus,  =>FIRST CALLBACK REPLY: Wellleh .. pengin punya mug saja pakai ribet .
mBPb_ZWSsSU,samsung a22,"  =>FIRST CALLBACK REPLY: ​@gilang pratamakata siapa yg punya tempo aja dukung pak jokowi 2x jd presiden ,klau nggak tau jangan asal komen"
mBPb_ZWSsSU,Tri Tri,  =>FIRST CALLBACK REPLY: ​@SetiawanKok sentimen kau sama majalah Tempo...apa hebatnya kau...Ayo masyarakat INDONESIA kita tonton konten dicanel ini. IMPORMASI yg sangat berharga sekali
mBPb_ZWSsSU,Almahyra,  =>FIRST CALLBACK REPLY: ​@samsung a22 iya pendiri tempo 2x dukung pak jokowi tp sekarang menyesal karena dihianati<br>Sampai menitikan air mata
mBPb_ZWSsSU,Adang Aa,  =>FIRST CALLBACK REPLY: ​@gilang pratamalaporkan aja bro
mBPb_ZWSsSU,Agusagt Agt,  =>FIRST CALLBACK REPLY: Sumber berita nya memang akurat selama ini terpercaya A1 Majalah tempo selalu update dgn narasi yg benar kalau memang Gibran atau JokoWi adi ke ketua umum di Gerindra Berarti ambisius ibu suri 01 ini memang hebat gaya nya lugu tp sangat berpengaruh di bandingkan ibu Megawati??
mBPb_ZWSsSU,Dinar Ratna,  =>FIRST CALLBACK REPLY: ​@Setiawanbuzzer
mBPb_ZWSsSU,Dinar Ratna,  =>FIRST CALLBACK REPLY: ​@HANDOKO 🔥buzzer
mBPb_ZWSsSU,Queenie Bee,  =>FIRST CALLBACK REPLY: Semoga paslon cawapres yg lain dikulik juga..
mBPb_ZWSsSU,Dinar Ratna,  =>FIRST CALLBACK REPLY: Tempo menang Top<br>Yg ku nanti kan bocor Alus
mBPb_ZWSsSU,Haris Kammu,"  =>FIRST CALLBACK REPLY: memang jokowi dan ibu iriana ambisi haus kekuasaan, padahah ibu iriana ibu pendiam,  tapi baru sejarah buat indonesia, bisa2nya ibu iriana segitu jahatnya terhadap rakyat indonesia sudah jelas keluarga dinasti dengan segala cara dihalalkan demi ambisikeluarga jokowi tercapai, yg prinsipnya pusing amat dengan rakyat, mana rakya tahu dengan permainan jokowi dan istrinya ibu iriana yg sudah di rencanakan dari dulu kejisekali ibu iriana jokowipendiam tapi di belakang layar jahat banget"
mBPb_ZWSsSU,Mas Deddy,  =>FIRST CALLBACK REPLY: ​@Setiawandan kamu....malah gak ngerti masalah apa apa....yang penting BLT beras mu cair.....beres kan?
mBPb_ZWSsSU,Nia itu siapa,  =>FIRST CALLBACK REPLY: Kulik orang iseng yang nuntut MK ttg batas usia dong
mBPb_ZWSsSU,ZAINI. HM,  =>FIRST CALLBACK REPLY: ​@Weri Pratamaqaaaaa😊
mBPb_ZWSsSU,Erwin lubis,"  =>FIRST CALLBACK REPLY: ​@gilang pratamadalam UU pers,ada istilah hak menjawab.Kalau anda merasa tdk percaya dengan berita tsb,anda berhak membantah,tentu dengan fakta fakta yg anda tahu"
mBPb_ZWSsSU,Pur Wanto,  =>FIRST CALLBACK REPLY: Oh begitu to ceritanya.........mangkanya......
mBPb_ZWSsSU,Erwin lubis,"  =>FIRST CALLBACK REPLY: ​@HANDOKO 🔥anda berhak berkata sebaliknya,tentu dengan data valid"
mBPb_ZWSsSU,arie dewo,  =>FIRST CALLBACK REPLY: Bearti mmg kurang ajar kluarga jokowi .ambisius tamak rakus .ga tau malu
mBPb_ZWSsSU,ZAINI. HM,  =>FIRST CALLBACK REPLY: ​
mBPb_ZWSsSU,Pak Tri,  =>FIRST CALLBACK REPLY: ​@Abah Boerhand waaaahhh jika tidar benar rasa2 gk mungkin narasumber menyampaikan bgt detail dan sangat beresiko buat NS tsb.<br>OHHH teryata ibu suri hebat jg ya...mampun menggoncang perpolitikan di negri ini. Keren .....ti ggal nunggu waktu sj menuai apa yv du tanam.jaln menuju kehancuran .
mBPb_ZWSsSU,Erwin lubis,"  =>FIRST CALLBACK REPLY: ​@Setiawanceritakanlah anda yg tahu,tentunya dengan data data anda"
mBPb_ZWSsSU,Lilis Nursiah,"  =>FIRST CALLBACK REPLY: @Setiawan  lu yang goblok , tau keluarga  haus kekuasaan gitu masih lu bela...!"
mBPb_ZWSsSU,Lilis Nursiah,  =>FIRST CALLBACK REPLY: @Setiawan  nih gobloknya dah gak bisa di obati
mBPb_ZWSsSU,Erwin lubis,  =>FIRST CALLBACK REPLY: ​@Abah Boerhandada istilah di kantor si bapak adalah presiden direktur.di rumah si Ibulah direkturnya presiden
mBPb_ZWSsSU,Dhani yasna,  =>FIRST CALLBACK REPLY: Kebakaran jenggot smua.pesaing cuma anak ingusan itu loh yg dihina sibanteng!tapi knpa blm mulai udah ketarketir
mBPb_ZWSsSU,Kurniadi Dajan,"  =>FIRST CALLBACK REPLY: Seorang Ibu ini memang motivator untuk hal baik maupun buruk. Koruptor, teroris juga banyak berawal dari motivasi seorang wanita. Mana mungkin suami bawa uang 1 koper si istri tdk tau 🙂"
mBPb_ZWSsSU,Yason Budi Gunawan,  =>FIRST CALLBACK REPLY: ​@Guntur Mulyadigak kebalik tuhh??? Diliat azabnya turun kesiapa y..jngn panik gt donk ahh😅😂
mBPb_ZWSsSU,widodo djati,"  =>FIRST CALLBACK REPLY: Dari bocor Alus kita jadi tau info penting yg alus2,  selalu dinanti bocoran2 berikutnya..."
mBPb_ZWSsSU,ZAINI. HM,  =>FIRST CALLBACK REPLY: ​@Weri Pratamaa
mBPb_ZWSsSU,lisar Bachrum,"  =>FIRST CALLBACK REPLY: Jokowi korupsi ga, Jokowi membangun ga, waktu anak Jokowi tidak lulus Aaaates pegawai negeri kenapa ga di bahas, Gibran korupsi ga di Solo. Ada ga keluarga Jokowi jadi pengusaha memanfaatkan kekuasaan Jokowi, Usaha Kaesang apakah beruntung semua, apakah Jokowi di sukai rakyat kecil karena di bohongi Jokowi. Kenapa pembangunan Solo maju di nyinyirin, wajar dong seorang walikota ingin memajukan kotanya, salahnya dimana. Coba Bocor Halus jawab ini dengan fair, tidak dengan gaya bahasa nyinyir."
mBPb_ZWSsSU,Endor Adja,  =>FIRST CALLBACK REPLY: Cocotem bener ta ora?  Di sidang tangisan.
mBPb_ZWSsSU,Romlah Mansyur,"  =>FIRST CALLBACK REPLY: Masya ALLAH tempo keren... Semoga beliau yg berani, mewakili hati rakyat   yg berani membongkar kebobrokan rezim ini selalu dalam lindungan ALLAH SWT aamiin."
mBPb_ZWSsSU,ZAINI. HM,  =>FIRST CALLBACK REPLY: ​
mBPb_ZWSsSU,Marina Rina,"  =>FIRST CALLBACK REPLY: ​@Setiawanapa ga prematur simpulannya. Ayo dong bocor Alus jawab, apa pembelaanmu?"
mBPb_ZWSsSU,Eni Rohyatun,  =>FIRST CALLBACK REPLY: ​@nyengir aja..mm.
mBPb_ZWSsSU,Erika Esitorus,  =>FIRST CALLBACK REPLY: Alangkah baiknya jika kita menghargai dengan menyebut pak Jokowi dan ibu Iriana
mBPb_ZWSsSU,Erwin lubis,  =>FIRST CALLBACK REPLY: ​@Guntur Mulyadisaya kira tdk ada yg membantah bonafiditas tempo
mBPb_ZWSsSU,ZAINI. HM,  =>FIRST CALLBACK REPLY: ​
mBPb_ZWSsSU,Marina Rina,  =>FIRST CALLBACK REPLY: ​@gilang pratamapercaya ajaran2 nabi kan ga langsung ngajarin apalagi generasi now. Jadi ga semua katanya jelek. Ok
mBPb_ZWSsSU,Lenny Ermadya,  =>FIRST CALLBACK REPLY: @Hartiningsih Kudus iya we ge mau kalau cuma dikasih mah tapi syaratnya et dah ribet bet wkwkwk
mBPb_ZWSsSU,Adi Wibowo,  =>FIRST CALLBACK REPLY: ​@gilang pratamawhwhwh bazeer nya sudah mulai gelisah karena Rahasianya sudah mulai di bongkar..😂😂😂.
mBPb_ZWSsSU,ZAINI. HM,  =>FIRST CALLBACK REPLY: ​
mBPb_ZWSsSU,story wa,  =>FIRST CALLBACK REPLY: !
mBPb_ZWSsSU,Ayah Rai,"  =>FIRST CALLBACK REPLY: Kalo mau beli, gmn caranya?"
mBPb_ZWSsSU,Abitd Muhtadin,"  =>FIRST CALLBACK REPLY: ​@Marina Rinamakanya langganan majalah tempo, disitu udah jelas dijawab bagian dari obrolan podcast ini"
mBPb_ZWSsSU,Erwin lubis,"  =>FIRST CALLBACK REPLY: ​@samsung a22benar,pak Goenawan muhammad mendukung jokowi dari awal.tapi begitu Goenawan melihat penyimpangan penyimpangan yg terjadi belakangan.pak Goenawan sampai menangis.masa anda tdk mengetahui itu"
mBPb_ZWSsSU,Lenny Ermadya,  =>FIRST CALLBACK REPLY: @lisar Bachrum  jangan baper  santuuuy aja . Yg benar katakan benar yg salah katakan salah ok de ? Hehehe
mBPb_ZWSsSU,Erwin lubis,"  =>FIRST CALLBACK REPLY: @Dhani yasna karena ada sesuatu dibelakangnya yg memungkinkan terjadinya manipulasi dan kecurangan.kalau anda yg maju,tanpa privelege,tdk ada satupun yg menghalangi dan mengkritik anda.berpikirlah dengan kritis supaya h8dup anda lebih bermakna,tdk hanya manut apa yg dicokoki"
mBPb_ZWSsSU,AWE Project,"  =>FIRST CALLBACK REPLY: Kelak anda akan mengunduh dan mempertanggungjawabkan semua peryataan anda di hadapanNya. Klo teryta ni gak benar jatuhnya fitnah.<br>Saran saya, berhati2lah dalam berucap. Karena setiap kata yg anda ucapkan ada pertanggungjawabannya kelak.<br>Semoga bisa di renungkan kembali,  apakan yg anda lakukan itu benar atau salah."
mBPb_ZWSsSU,nur Ilahi,  =>FIRST CALLBACK REPLY: Tempo ini sdh terpercaya sejak zaman Pak Harto.. satu satunya majalah yg berani menyuarakan kebenaran dan selalu benar adanta..❤
mBPb_ZWSsSU,lisar Bachrum,"  =>FIRST CALLBACK REPLY: @Maya Mustawi ini korban framing tempodotco bocor halus, wartawan bocor halus bersorak Sorai berhasil memframing dengan berlindung pada UU pers"
mBPb_ZWSsSU,Tutik Susilowati,  =>FIRST CALLBACK REPLY: Klo yg diceritakan mbak ini benar .....iriana ....air tenang menghanyutkan.....menyimpan ambisi kuasa yg tinggi nan rakus
mBPb_ZWSsSU,Purwo Widodo,  =>FIRST CALLBACK REPLY: 😂TEMPO MANTAP LANJUTTTTT
mBPb_ZWSsSU,Empirexxi Jogja,"  =>FIRST CALLBACK REPLY: @Setiawan geng solo koar koar . jauh sebelum gibran , jadi cawapres bocor alus 75 % bocorannya terbukti ."
mBPb_ZWSsSU,VerraOlla_MCI,"  =>FIRST CALLBACK REPLY: Baru kali ini nonton dan langsung subscribe Tempo👍👍👍👍 enak di dengar, runut dan kayaknya sesuai dengan kejadian2 yang terjadi saat ini. <br><br>Misalnya, kalo emang betul sdh sejak juli ibu Suri mempromosikan pasangan no 2 ini,  sepertinya benar dugaan kenapa pak prabowo lama sekali deklaras capresnya. Malah yg paling terakhir deklarasi Krn menunggu putusan MK dulu, putusan yang heboh, hingga menyebabkan paman Gibran di copot jadi Ketua MK<br><br>Tetapi Jika berita ini di anggap tidak benar oleh sebagian orang2 yg ada kolom komentar ini, mungkin sebaiknya di klarifikasi dgn berita yang valid juga.. gituuuuuu ...<br><br>Biar kita2 yg awam ini dan tinggal jauh di pelosok Taulah cerita yg sesungguhnya terjadi , bukan hanya cerita dari Konoha😊"
mBPb_ZWSsSU,lisar Bachrum,"  =>FIRST CALLBACK REPLY: @M syafii tempo yang dulu beda dengan yang sekarang, dulu analisanya bagus independen dan faktual. Kalo ga salah Tempo yg dulu jadi Gatra, sejak ada Gatra saya ganti berlangganan Gatra waktu itu. Mungkin saya salah ya, sorry."
mBPb_ZWSsSU,panci wajan,  =>FIRST CALLBACK REPLY: tempo mau brekedel crit
mBPb_ZWSsSU,Joesnanda Mahatma,  =>FIRST CALLBACK REPLY: Inikan cm kata2nya.. berita ga jelass
mBPb_ZWSsSU,ndaru,"  =>FIRST CALLBACK REPLY: Tempo, selidiki berapa milyar yg di berikan iriana kpd mahasiswa yg katanya pengagum gibran,anknya saidiman"
mBPb_ZWSsSU,P T,  =>FIRST CALLBACK REPLY: Tempo sudah gak laku bangkrut jadi tinggal cari yg endors saja
mBPb_ZWSsSU,Hellen Melati,    ==>WHILE GETTING REPLIES: ​@Setiawangasuka gausah ditonton
mBPb_ZWSsSU,P T,    ==>WHILE GETTING REPLIES: Tempo sudah gak lahi jadi cari endors saja
mBPb_ZWSsSU,Tutik Susilowati,    ==>WHILE GETTING REPLIES: Ternya cenel ini cenelnya para inteljen ...semua tahu dibalik layar naiknya gibran menjadi cawapres.... para perumpi ...Ganjar Mahmud yg menang....kelyarga jokowi tenggelam
mBPb_ZWSsSU,Uje Ahmad Farid,    ==>WHILE GETTING REPLIES: wartawan 2 se nilai.  harga kertas  majalah bekas
mBPb_ZWSsSU,Abbyzard Elhaqq,    ==>WHILE GETTING REPLIES: Tempo senantiasa menjadi pilar demokrasi Indonesia ... BUZZER menggonggong Bocor Alus Mengguncang ... BRAVO
mBPb_ZWSsSU,Keluarga perantau,    ==>WHILE GETTING REPLIES: @Setiawan lebih baik daripada pendukung yang membabi buta dan menutup nurani
mBPb_ZWSsSU,Keluarga perantau,    ==>WHILE GETTING REPLIES: @gilang pratama komentar anda juga bertendensi memihak
mBPb_ZWSsSU,andhika121 santo,    ==>WHILE GETTING REPLIES: @Setiawan eeeeeeeeewèeeèeeeeèeeeeesw
mBPb_ZWSsSU,mineinspiron,"    ==>WHILE GETTING REPLIES: Si Pram sepertinya paling ndeso, alias banci. Baca kajian kerugian yg dialami Jakarta tiap tahun karena macet dan banjir puluhan triliun. Kerugian ini dibagi rata seluruh penduduk Jabodebek shg ga berasa.<br><br>Pekerja UMR sepertiga gajinya untuk transportasi ke tempat kerja. Mobil yang terendam banjir harganya anjlok tinggal separuh harga. Tinggal dikalikan aja dgn jumlah penduduk terdampak. <br><br>Biaya pindah IKN ini identik dgn pembangunan tol Trans Jawa. Dulu ada proyek abadi jalur Pantura. Era sekarang ga ada lagi proyek tambal sulam Pantura, digantikan peresmian tol baru tiap menjelang lebaran."
mBPb_ZWSsSU,ariefpenangsang,"    ==>WHILE GETTING REPLIES: ​@Setiawanloe panas ya bong 😅😅 obrolan bocor alus emang terbukti selama ini, liat aja obrolan sebelum ada keputusan MK yg pada endingnya benar, lembaga ini akhirnya dikooptasi menjadi mahkamah keluarga 🤪🤪🤪"
mBPb_ZWSsSU,Agham Fairus,"    ==>WHILE GETTING REPLIES: Tempo pernah dibredel oleh Rezim ORBA, jadi tdk perlu lagi dipermasalahkan kredibilitas narasumbernya"
mBPb_ZWSsSU,lisar Bachrum,"    ==>WHILE GETTING REPLIES: @Lenny Ermadya katakanlah benar terus salahnya dimana, apakah melanggar UU, apakah Jokowi korupsi. Ini kan cuman framing tempo karena cari kesalahan Jokowi ga dapet²."
mBPb_ZWSsSU,Marhaen Sulistyanto,    ==>WHILE GETTING REPLIES: ​@gilang pratamaudh dari jaman dahulukala. Makanya pernah dibredel
mBPb_ZWSsSU,yudisflnppn,    ==>WHILE GETTING REPLIES: ​@gilang pratama kalo gak percaya penjelasanya laporkan  beres gitu aja kok repot 😂😂😂
mBPb_ZWSsSU,Abdul Sani,    ==>WHILE GETTING REPLIES: YANG PENTING SANTUY DAN GEMOY
mBPb_ZWSsSU,وليد يحي,    ==>WHILE GETTING REPLIES: @Nardi Nard lebih jahat dari FIRU&#39;N
mBPb_ZWSsSU,Tv Anak Desa,    ==>WHILE GETTING REPLIES: Ganjar Presiden 🤟🏻
mBPb_ZWSsSU,RRS 100 juta sub,    ==>WHILE GETTING REPLIES: ​@Setiawananeh kau ini orang bicara kebenaran kok lu nyinyir..🐶🐶
mBPb_ZWSsSU,RRS 100 juta sub,    ==>WHILE GETTING REPLIES: Lanjut Tempo.👍 Bahas juga food estate &amp; pesawat bekas yg dulu mau di hibahkan malah di beli sama si Wowo Gerindra gerombolan penyamun Orba penggarong uang rakyat itu..🐒🐒
mBPb_ZWSsSU,Mada Dewi,"    ==>WHILE GETTING REPLIES: @Elis Simanungkalitkalau menyimak dari obrolan mereka, partai2 yg d KIM adalah partai2 yang sudah ada dalam genggaman. Buat saya ini informasi penting da menentukan partai mana yg akan saya pilih 🤭"
mBPb_ZWSsSU,Ulil Keceng,"    ==>WHILE GETTING REPLIES: Seorang yang yang mau kuasi rakyat di jawa ini.harus membangun kelas impian..<br>  Berjaji se banyaknya.melunak dari segi bahasa, yang sopan. Pembohongan dari segi kepampuan. Pokoknya cirita besar dulu.<br> Karena rakyat awam ini banyak di jawa ini. Ingatan sejara dan peristiwa  gampang lupa., juga terdapat  di seluru idonesia. Gampang lupa ini. Maka toko polotik gampang ombak ambik rakyat ini."
mBPb_ZWSsSU,RRS 100 juta sub,    ==>WHILE GETTING REPLIES: ​@Elis SimanungkalitMakanya jgn pilih pecatan TNI dan penghianat yg sdh cacat moral.🐶🐶
mBPb_ZWSsSU,Sugeng Setiawan,"    ==>WHILE GETTING REPLIES: ​@Setiawantinggal laporin kok kalo memang fitnah,itu dh sebut nama.<br>Gak usah koar koar"
mBPb_ZWSsSU,Ajunk Graha,"    ==>WHILE GETTING REPLIES: Buat yg nganggep ini masih dengar2 , ini sudah di publish di Media. Pasti ada benernya juga,, Fanatik boleh, bodoh Jangan. <br>Lanjutkan terus Bocor Alus....<br>Awas Akan banyak serangan juga dri pemuja Lurah yg haus kekuasaan 😅😅😅"
mBPb_ZWSsSU,Mau Lana,    ==>WHILE GETTING REPLIES: Saya lebih percaya Capres PRABOWO drpd capres boneka dan capres petugas partai..<br>Tetep dukung PRABOWO GIBRAN ❤❤❤
mBPb_ZWSsSU,Abu bakar,"    ==>WHILE GETTING REPLIES: Analisa sesuai dengan polemik yang terjadi saat ini, buktinya mereka mengajak tabayun pihak keluarga besar pak Jokowi ngak ada yg mau klarifikasi tapi pihak terkait tidak mau membuktikan bahwa Narasi tempo benar (A1)..<br>Maju terus TEMPO suarakan kebenaran jgn pernah diam untuk kebaikan, karena diam bukan pilihan...<br>Bravo Team TEMPO👍👍👍👍👍"
mBPb_ZWSsSU,fennie sellyfennie,    ==>WHILE GETTING REPLIES: Biar ngak bener undang2 Melindungi mereka jogetin aja😂😂😂
mBPb_ZWSsSU,fennie sellyfennie,    ==>WHILE GETTING REPLIES: Ganjar yg doyan nonton itu kapan kalian obrol
mBPb_ZWSsSU,Darma Seiawan,    ==>WHILE GETTING REPLIES: ❤❤
mBPb_ZWSsSU,J Peter,"    ==>WHILE GETTING REPLIES: ​@gilang pratama pada awalnya saya ragu dengan mereka ini, sepertinya ngerumpi ya bilang denger2 dari ini dan itu. Tapi setelah mengikuti mereka beberapa lama, terbukti banyak hal yang mereka ungkap kan itu benar. Jadi saya percaya kalau mereka bener punya sumber yang benar asli. Mungkin saja tidak 100% betul, tapi kalaupun hanya 90% benar tentu info yang mereka berikan boleh didengar dan dipertimbangkan"
mBPb_ZWSsSU,opi oi,    ==>WHILE GETTING REPLIES: Mau ditutupin pakai apapun tetep Ter endus juga...😂😂😂😂😂
mBPb_ZWSsSU,Saipun Nasri,"    ==>WHILE GETTING REPLIES: ​@Dhani yasnagk ada yg mnkuti, yg dsorot itu carax. Mlnggar etika, konstitusi utk anakx bsa brkuasa."
mBPb_ZWSsSU,Saipun Nasri,"    ==>WHILE GETTING REPLIES: ​@lisar Bachrumgk ada org bcara korupsi. Yg dbcrkn carax utk mncpai kkuasaan. Dgn cra mengobok2 etika, konstitusi hx utk kpntingn kkuasaan anakx"
mBPb_ZWSsSU,SO. Sumule,"    ==>WHILE GETTING REPLIES: Ketiga orang ini tdk pernah belajar sopan santun, mulutnya bau busuk. Mungkin info yg mereka sampaikan benar tapi dibawakan dng cara begini bikin kita malas dan mau muntah. Mas BHM tolong suruh ke 3 monyek ini belajar ke Total Politik biar mereka lebih berkelas dan enak ditonton."
mBPb_ZWSsSU,Aji Krisnadi,"    ==>WHILE GETTING REPLIES: ​@Setiawan cie cie panas neeh ye ,mereka itu jurnalis2 muda yg memiliki jiwa idealis dan independen, kl mereka hanya gosip2 tdk mgkn jg di jadikan referensi di sidang mkmk. Kita sdh tahulah dr jaman orde baru tempo selalu memberitakan hal2 yg kritis utk pemerintahan yg berkuasa.  Yg penting berita itu benar diperoleh dari narasumber yg dipercaya, dan tidak dibuat2"
mBPb_ZWSsSU,Saipun Nasri,    ==>WHILE GETTING REPLIES: ​@Marina Rinamngajar dgn cara injk etika n obok2 konstitusi utk kpntingn kluarga bner gak?
mBPb_ZWSsSU,Mau Lana,"    ==>WHILE GETTING REPLIES: Kalau saya sama sekali tdk percaya dg narasumber2 ini, kok mereka bisa tau dengan sedetail detail nya tentang rahasia keluarga JOKOWI,  seolah narasumber2 ini tiap kumpul dg keluarga JOKOWI <br>😂😂😂"
mBPb_ZWSsSU,Abu bakar,    ==>WHILE GETTING REPLIES: @fennie sellyfennie nonton bokek ngak melanggar konstitusi kalau sudah di atas 17thn😁😁😁<br><br>Issue receh ngak laku lagi itu😏😏😏
mBPb_ZWSsSU,Abu bakar,    ==>WHILE GETTING REPLIES: @Generasi Micin buahaaaahaaa kalau ngak komen nanti di marahin ibu suri dan pak lurah 😁😁😁😁😁
mBPb_ZWSsSU,dewa alit,"    ==>WHILE GETTING REPLIES: sedih, negaraku akan dikuasai satu keluarga"
mBPb_ZWSsSU,Adhi setyawan,    ==>WHILE GETTING REPLIES: Sumber nya dari katanya....😂😂
mBPb_ZWSsSU,supardi supardi,"    ==>WHILE GETTING REPLIES: Ngga Suka yah udah ngga usah jelek2kin orang Lain, Apah diri kita Sudah benar,  🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨"
mBPb_ZWSsSU,Caesar bin Kabayan Binti Inem,    ==>WHILE GETTING REPLIES: Ibu  suri   mati  suri   😛😜😝🤑
mBPb_ZWSsSU,Dika Ahmad Rojikin,"    ==>WHILE GETTING REPLIES: kalo si tempo ini tau semua, lebih canggih dari intel negara dong wkwkwkwk"
mBPb_ZWSsSU,Caesar bin Kabayan Binti Inem,    ==>WHILE GETTING REPLIES: Pers  yang  idealist  memang  selalu  objektif  bukan  subyektif  !!!   Begitu  juga  Tempo  sejak   zaman  mafia  ORBA  👍👍👍👍👍
mBPb_ZWSsSU,Indriyati,    ==>WHILE GETTING REPLIES: ​@gilang pratama<br>Gimana gak suka  dulu gunawan mohomad pemilik tempo bucin jokowi
mBPb_ZWSsSU,Prapto,"    ==>WHILE GETTING REPLIES: Inilah bukti TEMPO tidak netral,komentator pasti menyimak video bocor alus hanya membahas satu paslon,TEMPO nyari rating ditengah kisruh.fix !!!"
mBPb_ZWSsSU,Helena iw,    ==>WHILE GETTING REPLIES: ​@HANDOKO 🔥iya benar harusx  jgn hy &quot;menurut katanya dari sumber...dll...&quot;😅 Hrsx d foto gitu d rekam gitu d live gitu...spy memang infoi yg d dpt real sbg bukti ..Krn kalo hanya slalu berdalil menurut org/sumber ?? ??? Sungguh ini org seenaknya ngelantur Krn mereka rasa keluarga pak Jokowi GK akan nuntut ...tp  nti ada saatx ini org bertiga akan dpt masalah yg mendptkan hukuman seberatx....
